sample	contig	qlen	HumGut_name	ref	sstart	send	host_genus	host_species
B15_6_months	k141_24399_phage345_37514_54116_27_0.71	16603	HumGut_4485	kraken:taxid|3004485|HumGut_4485_1	1118446	1102064	Bacteroides	Bacteroides fragilis
B15_6_months	k141_24399_phage345_37514_54116_27_0.71	16603	HumGut_4528	kraken:taxid|3004528|HumGut_4528_1	2896758	2880378	Prevotella	uncultured Prevotella sp.
B15_6_months	k141_24399_phage345_37514_54116_27_0.71	16603	HumGut_5104	kraken:taxid|3005104|HumGut_5104_1	2417532	2432812	Prevotella	Prevotella copri
B15_6_months	k141_24399_phage345_37514_54116_27_0.71	16603	HumGut_6372	kraken:taxid|3006372|HumGut_6372_1	3811776	3828158	Bacteroides	Bacteroides sp. OM08-17BH
B15_6_months	k141_24399_phage345_37514_54116_27_0.71	16603	HumGut_6896	kraken:taxid|3006896|HumGut_6896_1	3928111	3944492	Bacteroides	Bacteroides sp. CAG:443
B15_6_months	k141_24399_phage345_37514_54116_27_0.71	16603	HumGut_7576	kraken:taxid|3007576|HumGut_7576_1	2154314	2137933	Bacteroides	Bacteroides sp. HF-5300
B15_6_months	k141_24399_phage345_37514_54116_27_0.71	16603	HumGut_7813	kraken:taxid|3007813|HumGut_7813_1	4047925	4031543	Bacteroides	uncultured Bacteroides sp.
B15_6_months	k141_24399_phage345_37514_54116_27_0.71	16603	HumGut_8157	kraken:taxid|3008157|HumGut_8157_1	2740838	2724440	Prevotella	Prevotella copri
B15_6_months	k141_24399_phage345_37514_54116_27_0.71	16603	HumGut_9306	kraken:taxid|3009306|HumGut_9306_1	584673	601055	Prevotella	uncultured Prevotella sp.
B15_6_months	k141_25361	12834	HumGut_27637	kraken:taxid|3027637|HumGut_27637_1	1030188	1042902	Actinomyces	uncultured Actinomyces sp.
B15_6_months	k141_25998	22027	HumGut_23699	kraken:taxid|3023699|HumGut_23699_1	669484	648806	Lactobacillus	Lactobacillus paragasseri
B15_6_months	k141_27223	15005	HumGut_15006	kraken:taxid|3015006|HumGut_15006_1	1945089	1930090	Klebsiella	Klebsiella quasipneumoniae
B15_6_months	k141_27223	15005	HumGut_19276	kraken:taxid|3019276|HumGut_19276_1	2176076	2161073	Klebsiella	Klebsiella pneumoniae
B15_6_months	k141_28572_phage337_40927_52027_12_0.59	11101	HumGut_28996	kraken:taxid|3028996|HumGut_28996_1	1776197	1787299	Clostridium	Clostridium sp. CAG:221
B15_6_months	k141_28572_phage338_69652_86166_16_0.63	16515	HumGut_28996	kraken:taxid|3028996|HumGut_28996_1	1804943	1821465	Clostridium	Clostridium sp. CAG:221
B15_6_months	k141_29753_phage26_67904_80478_15_0.64	12575	HumGut_224	kraken:taxid|3000224|HumGut_224_1	1463946	1451372	Parabacteroides	Parabacteroides distasonis
B15_6_months	k141_30123_phage101_30116_42037_11_0.64	11922	HumGut_28996	kraken:taxid|3028996|HumGut_28996_1	2058336	2046424	Clostridium	Clostridium sp. CAG:221
B15_6_months	k141_30241_phage119_105_11779_15_0.72	11675	HumGut_16525	kraken:taxid|3016525|HumGut_16525_1	1424371	1436010	Bacteroides	Bacteroides sp. CAG:545
B15_6_months	k141_30241_phage119_105_11779_15_0.72	11675	HumGut_25691	kraken:taxid|3025691|HumGut_25691_1	859042	847403	Bacteroides	Bacteroides sp. CAG:709
B15_6_months	k141_31558_phage313_294_15219_20_0.66	14926	HumGut_13466	kraken:taxid|3013466|HumGut_13466_1	712441	698882	Clostridium	Clostridium sp. CAG:245
B15_6_months	k141_31558_phage313_294_15219_20_0.66	14926	HumGut_15715	kraken:taxid|3015715|HumGut_15715_1	2219514	2234439	Parabacteroides	uncultured Parabacteroides sp.
B15_6_months	k141_31558_phage313_294_15219_20_0.66	14926	HumGut_21	kraken:taxid|3000021|HumGut_21_1	3607284	3622209	Roseburia	Roseburia faecis
B15_6_months	k141_31558_phage313_294_15219_20_0.66	14926	HumGut_26617	kraken:taxid|3026617|HumGut_26617_1	991393	1006315	Finegoldia	Finegoldia magna
B15_6_months	k141_31558_phage313_294_15219_20_0.66	14926	HumGut_5863	kraken:taxid|3005863|HumGut_5863_1	38673	53091	Clostridium	Clostridium sp. CAG:245
B15_6_months	k141_32760_1_checkv_3509-14090/14090	10582	HumGut_11652	kraken:taxid|3011652|HumGut_11652_1	1983287	1972706	Enterococcus	Enterococcus faecalis
B15_6_months	k141_32760_1_checkv_3509-14090/14090	10582	HumGut_18554	kraken:taxid|3018554|HumGut_18554_1	2849640	2839415	Enterococcus	Enterococcus faecalis
B15_6_months	k141_32835_phage156_41266_59477_17_0.65	18212	HumGut_10457	kraken:taxid|3010457|HumGut_10457_1	3118892	3100693	Alistipes	uncultured Alistipes sp.
B15_6_months	k141_33055_phage222_15713_35348_13_0.49	19636	HumGut_28996	kraken:taxid|3028996|HumGut_28996_1	1880734	1861101	Clostridium	Clostridium sp. CAG:221
B15_6_months	k141_33081	22648	HumGut_19276	kraken:taxid|3019276|HumGut_19276_1	4550836	4528202	Klebsiella	Klebsiella pneumoniae
B15_6_months	k141_33325	23422	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	2588076	2566337	Clostridium	Clostridium neonatale
B15_6_months	k141_34568	10572	HumGut_14001	kraken:taxid|3014001|HumGut_14001_1	268750	279332	Streptococcus	Streptococcus peroris
B15_6_months	k141_34568	10572	HumGut_14268	kraken:taxid|3014268|HumGut_14268_1	1056225	1066808	Streptococcus	Streptococcus peroris
B15_6_months	k141_34568	10572	HumGut_26945	kraken:taxid|3026945|HumGut_26945_1	576477	587060	Streptococcus	Streptococcus peroris
B15_6_months	k141_35963_phage301_257_23804_23_0.81	23548	HumGut_18540	kraken:taxid|3018540|HumGut_18540_1	523855	500308	Veillonella	Veillonella seminalis
B15_6_months	k141_35963_phage302_30250_41365_14_0.67	11116	HumGut_18540	kraken:taxid|3018540|HumGut_18540_1	493862	482747	Veillonella	Veillonella seminalis
B15_6_months	k141_4039_phage316_628_24994_23_0.53	24367	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	1202214	1177814	Clostridium	Clostridium neonatale
B15_6_months	k141_4360_phage385_869_13256_16_0.53	12387	HumGut_22122	kraken:taxid|3022122|HumGut_22122_1	1088007	1100397	Lactobacillus	Lactobacillus gasseri
B15_6_months	k141_4360_phage385_869_13256_16_0.53	12387	HumGut_23699	kraken:taxid|3023699|HumGut_23699_1	1067820	1055435	Lactobacillus	Lactobacillus paragasseri
B15_6_months	k141_4684_phage33_76212_96498_19_0.54	20287	HumGut_28996	kraken:taxid|3028996|HumGut_28996_1	841992	862280	Clostridium	Clostridium sp. CAG:221
B15_6_months	k141_7541_phage214_72666_86747_21_0.75	14082	HumGut_10584	kraken:taxid|3010584|HumGut_10584_1	387470	401527	Streptococcus	Streptococcus sp. C150
B16_6_months	k141_11200_1_checkv_45488-81783/141480	36296	HumGut_1	kraken:taxid|3000001|HumGut_1_1	1855714	1892009	Phocaeicola	Phocaeicola vulgatus
B16_6_months	k141_11200_1_checkv_45488-81783/141480	36296	HumGut_10126	kraken:taxid|3010126|HumGut_10126_1	91406	55111	Phocaeicola	Phocaeicola plebeius
B16_6_months	k141_11200_1_checkv_45488-81783/141480	36296	HumGut_11265	kraken:taxid|3011265|HumGut_11265_1	365187	400051	Enterococcus	Enterococcus hirae
B16_6_months	k141_11200_1_checkv_45488-81783/141480	36296	HumGut_1249	kraken:taxid|3001249|HumGut_1249_1	123547	159842	Bacteroides	Bacteroides stercoris
B16_6_months	k141_11200_1_checkv_45488-81783/141480	36296	HumGut_17888	kraken:taxid|3017888|HumGut_17888_1	2516760	2553055	Gabonibacter	Gabonibacter massiliensis
B16_6_months	k141_11200_1_checkv_45488-81783/141480	36296	HumGut_1872	kraken:taxid|3001872|HumGut_1872_1	3382979	3419274	Bacteroides	Bacteroides xylanisolvens
B16_6_months	k141_11200_1_checkv_45488-81783/141480	36296	HumGut_1902	kraken:taxid|3001902|HumGut_1902_1	6476569	6512864	Bacteroides	Bacteroides xylanisolvens
B16_6_months	k141_11200_1_checkv_45488-81783/141480	36296	HumGut_4488	kraken:taxid|3004488|HumGut_4488_1	2394949	2431244	Prevotella	Prevotella copri
B16_6_months	k141_11200_1_checkv_45488-81783/141480	36296	HumGut_5028	kraken:taxid|3005028|HumGut_5028_1	4065032	4028737	Bacteroides	Bacteroides sp. OF02-3LB
B16_6_months	k141_11200_1_checkv_45488-81783/141480	36296	HumGut_840	kraken:taxid|3000840|HumGut_840_1	37302	1007	Phocaeicola	Phocaeicola dorei
B16_6_months	k141_16945	14318	HumGut_13035	kraken:taxid|3013035|HumGut_13035_1	685576	699618	Enterococcus	Enterococcus faecium
B16_6_months	k141_17908	14174	HumGut_11065	kraken:taxid|3011065|HumGut_11065_1	1362551	1376717	Escherichia	Escherichia fergusonii
B16_6_months	k141_17908	14174	HumGut_16202	kraken:taxid|3016202|HumGut_16202_1	3753555	3739381	Escherichia	Escherichia sp. E4742
B16_6_months	k141_17908	14174	HumGut_2871	kraken:taxid|3002871|HumGut_2871_1	1021631	1035804	Escherichia	Escherichia coli
B16_6_months	k141_18620_phage503_25845_47005_24_0.55	21161	HumGut_16562	kraken:taxid|3016562|HumGut_16562_1	2124362	2145518	Clostridium	Clostridium paraputrificum
B16_6_months	k141_20243_phage285_26049_51104_33_0.6	25056	HumGut_12505	kraken:taxid|3012505|HumGut_12505_1	1008143	984693	Oscillibacter	Oscillibacter sp. CAG:155
B16_6_months	k141_20243_phage285_26049_51104_33_0.6	25056	HumGut_2203	kraken:taxid|3002203|HumGut_2203_1	2860914	2885967	NA	Clostridiales bacterium VE202-03
B16_6_months	k141_20243_phage285_26049_51104_33_0.6	25056	HumGut_3349	kraken:taxid|3003349|HumGut_3349_1	2798679	2773624	Oscillibacter	Oscillibacter sp. CAG:155
B16_6_months	k141_20243_phage285_26049_51104_33_0.6	25056	HumGut_36	kraken:taxid|3000036|HumGut_36_1	1367894	1392949	Faecalibacterium	Faecalibacterium prausnitzii
B16_6_months	k141_20243_phage285_26049_51104_33_0.6	25056	HumGut_3952	kraken:taxid|3003952|HumGut_3952_1	15263	39822	Oscillibacter	Oscillibacter sp. CAG:155
B16_6_months	k141_20243_phage285_26049_51104_33_0.6	25056	HumGut_4064	kraken:taxid|3004064|HumGut_4064_1	2657748	2632693	NA	Clostridiales bacterium CCNA10
B16_6_months	k141_20243_phage285_26049_51104_33_0.6	25056	HumGut_4631	kraken:taxid|3004631|HumGut_4631_1	165531	190586	Flavonifractor	uncultured Flavonifractor sp.
B16_6_months	k141_20243_phage285_26049_51104_33_0.6	25056	HumGut_5693	kraken:taxid|3005693|HumGut_5693_1	473641	448577	Flavonifractor	uncultured Flavonifractor sp.
B16_6_months	k141_20243_phage285_26049_51104_33_0.6	25056	HumGut_7138	kraken:taxid|3007138|HumGut_7138_1	1428672	1453727	Pseudoflavonifractor	Pseudoflavonifractor sp. Marseille-P3106
B16_6_months	k141_20243_phage285_26049_51104_33_0.6	25056	HumGut_7736	kraken:taxid|3007736|HumGut_7736_1	62999	37944	Oxalobacter	Oxalobacter formigenes
B16_6_months	k141_21038	22043	HumGut_4836	kraken:taxid|3004836|HumGut_4836_1	397833	419877	NA	uncultured Ruminococcaceae bacterium
B16_6_months	k141_21413	11978	HumGut_27808	kraken:taxid|3027808|HumGut_27808_1	539451	551427	Lancefieldella	Lancefieldella parvula
B16_6_months	k141_21413	11978	HumGut_29565	kraken:taxid|3029565|HumGut_29565_1	210498	198522	Lancefieldella	Lancefieldella parvula
B16_6_months	k141_21596_phage449_14325_29866_19_0.6	15542	HumGut_13313	kraken:taxid|3013313|HumGut_13313_1	280952	296513	Clostridioides	Clostridioides difficile
B16_6_months	k141_23994	10832	HumGut_12993	kraken:taxid|3012993|HumGut_12993_1	3413875	3424706	Clostridioides	Clostridioides difficile
B16_6_months	k141_24629_phage148_11917_25220_14_0.62	13304	HumGut_12993	kraken:taxid|3012993|HumGut_12993_1	790857	777528	Clostridioides	Clostridioides difficile
B16_6_months	k141_24629_phage148_11917_25220_14_0.62	13304	HumGut_13313	kraken:taxid|3013313|HumGut_13313_1	2333183	2319884	Clostridioides	Clostridioides difficile
B16_6_months	k141_26311_phage394_3_11237_10_0.6	11235	HumGut_12993	kraken:taxid|3012993|HumGut_12993_1	3114028	3125262	Clostridioides	Clostridioides difficile
B16_6_months	k141_26311_phage394_3_11237_10_0.6	11235	HumGut_13313	kraken:taxid|3013313|HumGut_13313_1	125445	114249	Clostridioides	Clostridioides difficile
B16_6_months	k141_26311_phage394_3_11237_10_0.6	11235	HumGut_21438	kraken:taxid|3021438|HumGut_21438_1	2402291	2390999	Clostridioides	Clostridioides difficile
B16_6_months	k141_27915	17757	HumGut_19482	kraken:taxid|3019482|HumGut_19482_1	1639001	1621658	Enterococcus	Enterococcus faecium
B16_6_months	k141_28900	12096	HumGut_12993	kraken:taxid|3012993|HumGut_12993_1	3058715	3046620	Clostridioides	Clostridioides difficile
B16_6_months	k141_28900	12096	HumGut_13313	kraken:taxid|3013313|HumGut_13313_1	190978	203066	Clostridioides	Clostridioides difficile
B16_6_months	k141_28900	12096	HumGut_21438	kraken:taxid|3021438|HumGut_21438_1	3279204	3291267	Clostridioides	Clostridioides difficile
B16_6_months	k141_28900	12096	HumGut_29805	kraken:taxid|3029805|HumGut_29805_1	1775385	1763684	Clostridioides	Clostridioides difficile
B16_6_months	k141_29950_phage197_13702_26555_16_0.57	12854	HumGut_17898	kraken:taxid|3017898|HumGut_17898_1	211391	198540	Clostridium	Clostridium perfringens
B16_6_months	k141_29950_phage197_13702_26555_16_0.57	12854	HumGut_21434	kraken:taxid|3021434|HumGut_21434_1	467585	454734	Clostridium	Clostridium perfringens
B16_6_months	k141_29950_phage197_13702_26555_16_0.57	12854	HumGut_27547	kraken:taxid|3027547|HumGut_27547_1	3508315	3521170	Clostridium	Clostridium perfringens
B16_6_months	k141_29950_phage197_13702_26555_16_0.57	12854	HumGut_28317	kraken:taxid|3028317|HumGut_28317_1	628808	641661	Clostridium	Clostridium perfringens
B16_6_months	k141_29950_phage197_13702_26555_16_0.57	12854	HumGut_28413	kraken:taxid|3028413|HumGut_28413_1	2755631	2742778	Clostridium	Clostridium perfringens
B16_6_months	k141_33683_phage96_2_15720_16_0.76	15719	HumGut_1200	kraken:taxid|3001200|HumGut_1200_1	599683	585232	Faecalibacterium	Faecalibacterium prausnitzii
B16_6_months	k141_33683_phage96_2_15720_16_0.76	15719	HumGut_1263	kraken:taxid|3001263|HumGut_1263_1	2928477	2912765	Oscillibacter	Oscillibacter sp. ER4
B16_6_months	k141_33683_phage96_2_15720_16_0.76	15719	HumGut_2077	kraken:taxid|3002077|HumGut_2077_1	2928551	2944255	Dysosmobacter	Dysosmobacter welbionis
B16_6_months	k141_33683_phage96_2_15720_16_0.76	15719	HumGut_2393	kraken:taxid|3002393|HumGut_2393_1	3189098	3204828	Coprococcus	Coprococcus catus
B16_6_months	k141_33683_phage96_2_15720_16_0.76	15719	HumGut_2537	kraken:taxid|3002537|HumGut_2537_1	2739963	2724901	Oscillibacter	Oscillibacter sp. ER4
B16_6_months	k141_33683_phage96_2_15720_16_0.76	15719	HumGut_413	kraken:taxid|3000413|HumGut_413_1	496757	481022	Faecalibacterium	Faecalibacterium prausnitzii
B16_6_months	k141_33683_phage96_2_15720_16_0.76	15719	HumGut_5190	kraken:taxid|3005190|HumGut_5190_1	722920	708484	Intestinimonas	Intestinimonas massiliensis
B16_6_months	k141_33683_phage96_2_15720_16_0.76	15719	HumGut_6540	kraken:taxid|3006540|HumGut_6540_1	3406676	3421112	Pseudoflavonifractor	Pseudoflavonifractor capillosus
B16_6_months	k141_33683_phage96_2_15720_16_0.76	15719	HumGut_7138	kraken:taxid|3007138|HumGut_7138_1	3113496	3097771	Pseudoflavonifractor	Pseudoflavonifractor sp. Marseille-P3106
B16_6_months	k141_33683_phage96_2_15720_16_0.76	15719	HumGut_8049	kraken:taxid|3008049|HumGut_8049_1	1634464	1618737	Angelakisella	Angelakisella massiliensis
B16_6_months	k141_33683_phage96_2_15720_16_0.76	15719	HumGut_84	kraken:taxid|3000084|HumGut_84_1	3554442	3568879	Bacteroides	Bacteroides ovatus
B16_6_months	k141_33683_phage96_2_15720_16_0.76	15719	HumGut_8579	kraken:taxid|3008579|HumGut_8579_1	2980265	2994716	Holdemania	Holdemania massiliensis
B16_6_months	k141_37181_phage604_1_36878_29_0.58	36878	HumGut_28317	kraken:taxid|3028317|HumGut_28317_1	2884873	2848637	Clostridium	Clostridium perfringens
B16_6_months	k141_37181_phage604_1_36878_29_0.58	36878	HumGut_28413	kraken:taxid|3028413|HumGut_28413_1	510286	546519	Clostridium	Clostridium perfringens
B16_6_months	k141_37835	27429	HumGut_2871	kraken:taxid|3002871|HumGut_2871_1	213478	188350	Escherichia	Escherichia coli
B16_6_months	k141_42575	10717	HumGut_10739	kraken:taxid|3010739|HumGut_10739_1	1279307	1290024	Klebsiella	Klebsiella pneumoniae
B16_6_months	k141_42575	10717	HumGut_12209	kraken:taxid|3012209|HumGut_12209_1	1618013	1607297	Klebsiella	Klebsiella variicola
B16_6_months	k141_42575	10717	HumGut_14326	kraken:taxid|3014326|HumGut_14326_1	726540	737253	Klebsiella	Klebsiella quasipneumoniae
B16_6_months	k141_42575	10717	HumGut_15006	kraken:taxid|3015006|HumGut_15006_1	2239674	2228966	Klebsiella	Klebsiella quasipneumoniae
B16_6_months	k141_42575	10717	HumGut_17899	kraken:taxid|3017899|HumGut_17899_1	2844011	2834088	Klebsiella	Klebsiella quasivariicola
B16_6_months	k141_42575	10717	HumGut_17992	kraken:taxid|3017992|HumGut_17992_1	674641	663922	Klebsiella	Klebsiella quasipneumoniae
B16_6_months	k141_42575	10717	HumGut_19276	kraken:taxid|3019276|HumGut_19276_1	2187268	2197987	Klebsiella	Klebsiella pneumoniae
B16_6_months	k141_42575	10717	HumGut_20029	kraken:taxid|3020029|HumGut_20029_1	1972501	1982246	Klebsiella	Klebsiella variicola
B16_6_months	k141_44044	10704	HumGut_4836	kraken:taxid|3004836|HumGut_4836_1	1849321	1838598	NA	uncultured Ruminococcaceae bacterium
B16_6_months	k141_44583_1_checkv_3486-17965/54827	14480	HumGut_18489	kraken:taxid|3018489|HumGut_18489_1	802271	789067	NA	Bacteroidales bacterium
B16_6_months	k141_44839_phage296_103186_117274_19_0.59	14089	HumGut_1570	kraken:taxid|3001570|HumGut_1570_1	2828150	2814061	Bacteroides	Bacteroides fragilis
B16_6_months	k141_46163_phage488_3905_14805_11_0.55	10901	HumGut_12993	kraken:taxid|3012993|HumGut_12993_1	3183670	3194570	Clostridioides	Clostridioides difficile
B16_6_months	k141_46163_phage488_3905_14805_11_0.55	10901	HumGut_13313	kraken:taxid|3013313|HumGut_13313_1	542988	532087	Clostridioides	Clostridioides difficile
B16_6_months	k141_46163_phage488_3905_14805_11_0.55	10901	HumGut_21438	kraken:taxid|3021438|HumGut_21438_1	2507557	2496664	Clostridioides	Clostridioides difficile
B16_6_months	k141_46163_phage488_3905_14805_11_0.55	10901	HumGut_22248	kraken:taxid|3022248|HumGut_22248_1	1807628	1818509	Clostridioides	Clostridioides difficile
B16_6_months	k141_49186	14914	HumGut_10052	kraken:taxid|3010052|HumGut_10052_1	1182965	1168211	Eggerthella	Eggerthella lenta
B16_6_months	k141_50253_phage438_2_19945_18_0.58	19944	HumGut_12993	kraken:taxid|3012993|HumGut_12993_1	613826	633767	Clostridioides	Clostridioides difficile
B16_6_months	k141_53206_phage195_34815_45096_11_0.64	10282	HumGut_11652	kraken:taxid|3011652|HumGut_11652_1	1969533	1979814	Enterococcus	Enterococcus faecalis
B16_6_months	k141_53206_phage195_34815_45096_11_0.64	10282	HumGut_18554	kraken:taxid|3018554|HumGut_18554_1	2836242	2846526	Enterococcus	Enterococcus faecalis
B16_6_months	k141_53280_phage217_39539_57241_18_0.53	17703	HumGut_17898	kraken:taxid|3017898|HumGut_17898_1	1706139	1723841	Clostridium	Clostridium perfringens
B16_6_months	k141_53280_phage217_39539_57241_18_0.53	17703	HumGut_28413	kraken:taxid|3028413|HumGut_28413_1	1354260	1336552	Clostridium	Clostridium perfringens
B16_6_months	k141_54751	15223	HumGut_12477	kraken:taxid|3012477|HumGut_12477_1	1362489	1377616	Bifidobacterium	Bifidobacterium bifidum
B16_6_months	k141_54751	15223	HumGut_7608	kraken:taxid|3007608|HumGut_7608_1	164215	179047	Bifidobacterium	Bifidobacterium bifidum
B16_6_months	k141_54991_phage444_1276_26105_25_0.65	24830	HumGut_16562	kraken:taxid|3016562|HumGut_16562_1	3288365	3313193	Clostridium	Clostridium paraputrificum
B16_6_months	k141_54991_phage444_1276_26105_25_0.65	24830	HumGut_23457	kraken:taxid|3023457|HumGut_23457_1	793448	768641	Clostridium	Clostridium paraputrificum
B16_6_months	k141_56682_phage0_116_14764_11_0.64	14649	HumGut_16562	kraken:taxid|3016562|HumGut_16562_1	3260799	3275448	Clostridium	Clostridium paraputrificum
B16_6_months	k141_57911_phage157_18334_36527_13_0.61	18194	HumGut_17898	kraken:taxid|3017898|HumGut_17898_1	3167131	3149930	Clostridium	Clostridium perfringens
B16_6_months	k141_58346_phage205_20434_35917_13_0.6	15484	HumGut_17898	kraken:taxid|3017898|HumGut_17898_1	32641	48124	Clostridium	Clostridium perfringens
B16_6_months	k141_58346_phage205_20434_35917_13_0.6	15484	HumGut_21434	kraken:taxid|3021434|HumGut_21434_1	192834	208314	Clostridium	Clostridium perfringens
B16_6_months	k141_58346_phage205_20434_35917_13_0.6	15484	HumGut_27547	kraken:taxid|3027547|HumGut_27547_1	3012597	2997118	Clostridium	Clostridium perfringens
B16_6_months	k141_58346_phage205_20434_35917_13_0.6	15484	HumGut_28317	kraken:taxid|3028317|HumGut_28317_1	27954	43431	Clostridium	Clostridium perfringens
B16_6_months	k141_58346_phage205_20434_35917_13_0.6	15484	HumGut_28413	kraken:taxid|3028413|HumGut_28413_1	1520588	1536069	Clostridium	Clostridium perfringens
B16_6_months	k141_59133	18164	HumGut_1392	kraken:taxid|3001392|HumGut_1392_1	7681	25730	Bifidobacterium	Bifidobacterium longum
B16_6_months	k141_59133	18164	HumGut_3572	kraken:taxid|3003572|HumGut_3572_1	391935	409984	Bifidobacterium	Bifidobacterium longum
B16_6_months	k141_59844_phage419_241648_268305_17_0.63	26658	HumGut_1382	kraken:taxid|3001382|HumGut_1382_1	56351	81234	Parabacteroides	Parabacteroides merdae
B16_6_months	k141_60354	12106	HumGut_13313	kraken:taxid|3013313|HumGut_13313_1	2749012	2761104	Clostridioides	Clostridioides difficile
B16_6_months	k141_60993	12765	HumGut_27637	kraken:taxid|3027637|HumGut_27637_1	1042870	1030188	Actinomyces	uncultured Actinomyces sp.
B16_6_months	k141_60993	12765	HumGut_28661	kraken:taxid|3028661|HumGut_28661_1	18342	5737	Actinomyces	Actinomyces sp. ph3
B16_6_months	k141_60993	12765	HumGut_29555	kraken:taxid|3029555|HumGut_29555_1	1431892	1444638	Trueperella	Trueperella pyogenes
B16_6_months	k141_60993	12765	HumGut_29605	kraken:taxid|3029605|HumGut_29605_1	596295	583658	Actinomyces	Actinomyces sp. ph3
B16_6_months	k141_60993	12765	HumGut_29607	kraken:taxid|3029607|HumGut_29607_1	1493451	1506108	Actinomyces	Actinomyces sp. ph3
B16_6_months	k141_60993	12765	HumGut_29654	kraken:taxid|3029654|HumGut_29654_1	795436	808089	Actinomyces	Actinomyces sp. ph3
B16_6_months	k141_61124_phage629_122628_141984_26_0.65	19357	HumGut_11634	kraken:taxid|3011634|HumGut_11634_1	210814	228825	Bacteroides	Bacteroides sp. An51A
B16_6_months	k141_61124_phage629_122628_141984_26_0.65	19357	HumGut_12248	kraken:taxid|3012248|HumGut_12248_1	1573765	1555754	Phocaeicola	Phocaeicola plebeius
B16_6_months	k141_61124_phage629_122628_141984_26_0.65	19357	HumGut_14076	kraken:taxid|3014076|HumGut_14076_1	1184405	1202405	Mediterranea	Mediterranea massiliensis
B16_6_months	k141_61124_phage629_122628_141984_26_0.65	19357	HumGut_214	kraken:taxid|3000214|HumGut_214_1	18830	36842	Bacteroides	Bacteroides uniformis
B16_6_months	k141_61124_phage629_122628_141984_26_0.65	19357	HumGut_243	kraken:taxid|3000243|HumGut_243_1	1617639	1599627	Bacteroides	Bacteroides ovatus
B16_6_months	k141_61124_phage629_122628_141984_26_0.65	19357	HumGut_5209	kraken:taxid|3005209|HumGut_5209_1	3935305	3917739	Bacteroides	Bacteroides ndongoniae
B16_6_months	k141_61124_phage629_122628_141984_26_0.65	19357	HumGut_6740	kraken:taxid|3006740|HumGut_6740_1	1767922	1749910	Prevotella	Prevotella copri
B16_6_months	k141_61124_phage629_122628_141984_26_0.65	19357	HumGut_7410	kraken:taxid|3007410|HumGut_7410_1	197267	215278	Phocaeicola	Phocaeicola plebeius
B16_6_months	k141_61124_phage629_122628_141984_26_0.65	19357	HumGut_920	kraken:taxid|3000920|HumGut_920_1	3101285	3083273	Bacteroides	Bacteroides eggerthii
B16_6_months	k141_61124_phage630_162859_174385_10_0.65	11527	HumGut_1249	kraken:taxid|3001249|HumGut_1249_1	1683108	1671582	Bacteroides	Bacteroides stercoris
B16_6_months	k141_61124_phage630_162859_174385_10_0.65	11527	HumGut_214	kraken:taxid|3000214|HumGut_214_1	57717	69243	Bacteroides	Bacteroides uniformis
B16_6_months	k141_61124_phage630_162859_174385_10_0.65	11527	HumGut_2200	kraken:taxid|3002200|HumGut_2200_1	3552332	3540806	Bacteroides	Bacteroides stercoris
B16_6_months	k141_61124_phage630_162859_174385_10_0.65	11527	HumGut_243	kraken:taxid|3000243|HumGut_243_1	3187823	3176297	Bacteroides	Bacteroides ovatus
B16_6_months	k141_61124_phage630_162859_174385_10_0.65	11527	HumGut_5209	kraken:taxid|3005209|HumGut_5209_1	3727112	3715586	Bacteroides	Bacteroides ndongoniae
B16_6_months	k141_61124_phage630_162859_174385_10_0.65	11527	HumGut_6740	kraken:taxid|3006740|HumGut_6740_1	1729035	1717509	Prevotella	Prevotella copri
B16_6_months	k141_61124_phage630_162859_174385_10_0.65	11527	HumGut_7260	kraken:taxid|3007260|HumGut_7260_1	1094318	1082792	NA	uncultured Porphyromonadaceae bacterium
B16_6_months	k141_61124_phage630_162859_174385_10_0.65	11527	HumGut_735	kraken:taxid|3000735|HumGut_735_1	2576792	2588288	Bacteroides	Bacteroides xylanisolvens
B16_6_months	k141_61124_phage630_162859_174385_10_0.65	11527	HumGut_793	kraken:taxid|3000793|HumGut_793_1	2372757	2361231	Bacteroides	Bacteroides stercoris
B16_6_months	k141_62456_phage125_139_17482_16_0.53	17344	HumGut_17898	kraken:taxid|3017898|HumGut_17898_1	2249423	2232080	Clostridium	Clostridium perfringens
B16_6_months	k141_62456_phage125_139_17482_16_0.53	17344	HumGut_27547	kraken:taxid|3027547|HumGut_27547_1	2938110	2920758	Clostridium	Clostridium perfringens
B16_6_months	k141_62456_phage125_139_17482_16_0.53	17344	HumGut_28413	kraken:taxid|3028413|HumGut_28413_1	42230	59564	Clostridium	Clostridium perfringens
B16_6_months	k141_65164_1_checkv_12900-32567/86184	19668	HumGut_10256	kraken:taxid|3010256|HumGut_10256_1	2677301	2696968	Bacteroides	Bacteroides faecalis
B16_6_months	k141_6616	13396	HumGut_14001	kraken:taxid|3014001|HumGut_14001_1	321279	307878	Streptococcus	Streptococcus peroris
B16_6_months	k141_6616	13396	HumGut_14268	kraken:taxid|3014268|HumGut_14268_1	31016	17619	Streptococcus	Streptococcus peroris
B16_6_months	k141_67487_phage169_8939_27799_19_0.56	18861	HumGut_4091	kraken:taxid|3004091|HumGut_4091_1	1644473	1625608	NA	uncultured Clostridiales bacterium
