sample	contig	qlen	ref	sstart	send	host_genus	host_species
B25_12_months	k141_121974_phage210_3875_14030_11_0.67	10156	B3_12_months__261299_Intestinibacter_bartlettii__k141_19338	9404	1	Intestinibacter	Intestinibacter bartlettii
B25_12_months	k141_122767_phage379_36306_47862_13_0.7	11557	B25_12_months__1351_Enterococcus_faecalis__k141_122767	36307	47863	Enterococcus	Enterococcus faecalis
B25_12_months	k141_122767_phage379_36306_47862_13_0.7	11557	B5_6_months__1351_Enterococcus_faecalis__k141_35075	36307	47863	Enterococcus	Enterococcus faecalis
B25_12_months	k141_123526_1_checkv_1-12644/24576	12644	B5_12_months__208479_Enterocloster_bolteae__k141_57625	24281	11638	Enterocloster	Enterocloster bolteae
B25_12_months	k141_123526_1_checkv_1-12644/24576	12644	B5_6_months__208479_Enterocloster_bolteae__k141_12508	1	12167	Enterocloster	Enterocloster bolteae
B25_12_months	k141_124542	10786	B25_12_months__35833_Bilophila_wadsworthia__k141_124542	1	10786	Bilophila	Bilophila wadsworthia
B25_12_months	k141_125748	36989	B25_12_months__2293024_Clostridium_sp._AM22-11AC__k141_125748	1	36989	Clostridium	Clostridium sp. AM22-11AC
B25_12_months	k141_125818	23318	B25_12_months__358743_Enterocloster_citroniae__k141_125818	1	23318	Enterocloster	Enterocloster citroniae
B25_12_months	k141_126237	21997	B23_12_months__1720194_Clostridium_sp._AT4__k141_24382	1388	22858	Clostridium	Clostridium sp. AT4
B25_12_months	k141_127705_phage1235_139_18560_18_0.78	18421	B30_6_months__47715_Lacticaseibacillus_rhamnosus__k141_12318	139	18559	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B25_12_months	k141_127705_phage1235_139_18560_18_0.78	18421	B30_12_months__47715_Lacticaseibacillus_rhamnosus__k141_58944	19394	974	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B25_12_months	k141_127705_phage1235_139_18560_18_0.78	18421	B26_12_months__47715_Lacticaseibacillus_rhamnosus__k141_4121	19284	864	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B25_12_months	k141_127705_phage1235_139_18560_18_0.78	18421	B19_6_months__47715_Lacticaseibacillus_rhamnosus__k141_27362	128	18548	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B25_12_months	k141_127705_phage1235_139_18560_18_0.78	18421	B13_12_months__47715_Lacticaseibacillus_rhamnosus__k141_122863	127	18547	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B25_12_months	k141_127705_phage1235_139_18560_18_0.78	18421	B9_12_months__47715_Lacticaseibacillus_rhamnosus__k141_8026	139	18559	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B25_12_months	k141_127705_phage1235_139_18560_18_0.78	18421	B2_6_months__47715_Lacticaseibacillus_rhamnosus__k141_62401	139	18559	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B25_12_months	k141_127705_phage1235_139_18560_18_0.78	18421	B8_12_months__47715_Lacticaseibacillus_rhamnosus__k141_9616	111	18525	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B25_12_months	k141_129085_1_checkv_73486-88878/88878	15393	B25_12_months__28117_Alistipes_putredinis__k141_129085	73486	88878	Alistipes	Alistipes putredinis
B25_12_months	k141_129085_1_checkv_73486-88878/88878	15393	B13_12_months__28117_Alistipes_putredinis__k141_120867	28826	13435	Alistipes	Alistipes putredinis
B25_12_months	k141_130895_1_checkv_70633-126093/235267	55461	B25_12_months__1547_Erysipelatoclostridium_ramosum__k141_130895	70633	126093	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_132911_1_checkv_87956-125419/328998	37464	B25_12_months__328813_Alistipes_onderdonkii__k141_132911	87956	125419	Alistipes	Alistipes onderdonkii
B25_12_months	k141_133169_1_checkv_44005-77225/136010	33221	B25_12_months__1262942_Roseburia_sp._CAG:182__k141_133169	44005	77225	Roseburia	Roseburia sp. CAG:182
B25_12_months	k141_133216_1_checkv_1-51035/57422	51035	B25_12_months__216816_Bifidobacterium_longum__k141_133216	1	51035	Bifidobacterium	Bifidobacterium longum
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B39_6_months__48296_Acinetobacter_pittii__k141_16691	42863	9460	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B39_1_month__48296_Acinetobacter_pittii__k141_18341	23284	56687	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B38_6_months__48296_Acinetobacter_pittii__k141_51722	44034	77437	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B37_6_months__48296_Acinetobacter_pittii__k141_2553	44180	77583	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B35_12_months__48296_Acinetobacter_pittii__k141_54814	37340	70743	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B32_12_months__48296_Acinetobacter_pittii__k141_42348	62544	29141	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B31_6_months__48296_Acinetobacter_pittii__k141_10350	44034	77437	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B31_1_month__48296_Acinetobacter_pittii__k141_21768	63001	29598	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B31_12_months__48296_Acinetobacter_pittii__k141_108083	9150	42553	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B27_12_months__48296_Acinetobacter_pittii__k141_38025	62151	28748	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B25_12_months__48296_Acinetobacter_pittii__k141_134565	59089	92492	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B24_12_months__48296_Acinetobacter_pittii__k141_98876	9735	43138	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B13_12_months__48296_Acinetobacter_pittii__k141_34377	40399	6996	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B10_6_months__48296_Acinetobacter_pittii__k141_6030	101833	135236	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B5_12_months__48296_Acinetobacter_pittii__k141_60162	39117	72520	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B2_6_months__1311774_Acinetobacter_pittii__k141_24845	43464	76867	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_134565_1_checkv_59089-92492/121497	33404	B2_1_month__48296_Acinetobacter_pittii__k141_9427	53192	19789	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_135014_phage883_2_15932_14_0.67	15931	B39_6_months__137838_Clostridium_neonatale__k141_6084	26225	42156	Clostridium	Clostridium neonatale
B25_12_months	k141_135014_phage883_2_15932_14_0.67	15931	B39_1_month__137838_Clostridium_neonatale__k141_26947	26225	42156	Clostridium	Clostridium neonatale
B25_12_months	k141_135014_phage883_2_15932_14_0.67	15931	B13_12_months__137838_Clostridium_neonatale__k141_102401	12	15943	Clostridium	Clostridium neonatale
B25_12_months	k141_135014_phage883_2_15932_14_0.67	15931	B10_6_months__137838_Clostridium_neonatale__k141_5550	26225	42156	Clostridium	Clostridium neonatale
B25_12_months	k141_135014_phage883_2_15932_14_0.67	15931	B2_1_month__137838_Clostridium_neonatale__k141_23108	26225	42156	Clostridium	Clostridium neonatale
B25_12_months	k141_135014_phage883_2_15932_14_0.67	15931	B1_6_months__137838_Clostridium_neonatale__k141_19027	26225	42156	Clostridium	Clostridium neonatale
B25_12_months	k141_135014_phage883_2_15932_14_0.67	15931	B3_6_months__137838_Clostridium_neonatale__k141_14802	15952	27	Clostridium	Clostridium neonatale
B25_12_months	k141_135014_phage883_2_15932_14_0.67	15931	B29_6_months__137838_Clostridium_neonatale__k141_30501	67830	51882	Clostridium	Clostridium neonatale
B25_12_months	k141_135700	19979	B28_12_months__1262791_Clostridium_sp._CAG:288__k141_46815	51928	31939	Clostridium	Clostridium sp. CAG:288
B25_12_months	k141_135700	19979	B26_12_months__360807_Roseburia_inulinivorans__k141_99684	84156	64184	Roseburia	Roseburia inulinivorans
B25_12_months	k141_135700	19979	B29_12_months__360807_Roseburia_inulinivorans__k141_69445	6798	26784	Roseburia	Roseburia inulinivorans
B25_12_months	k141_135700	19979	B9_12_months__360807_Roseburia_inulinivorans__k141_99695	19751	1	Roseburia	Roseburia inulinivorans
B25_12_months	k141_135700	19979	B5_12_months__360807_Roseburia_inulinivorans__k141_10192	47935	27949	Roseburia	Roseburia inulinivorans
B25_12_months	k141_135700	19979	B41_12_months__360807_Roseburia_inulinivorans__k141_101138	8548	26801	Roseburia	Roseburia inulinivorans
B25_12_months	k141_135700	19979	B25_12_months__512314_uncultured_Roseburia_sp.__k141_135700	1	19979	Roseburia	uncultured Roseburia sp.
B25_12_months	k141_135700	19979	B38_6_months__512314_uncultured_Roseburia_sp.__k141_73912	109390	89402	Roseburia	uncultured Roseburia sp.
B25_12_months	k141_135700	19979	B13_12_months__512314_uncultured_Roseburia_sp.__k141_59570	7000	26988	Roseburia	uncultured Roseburia sp.
B25_12_months	k141_135700	19979	B8_12_months__512314_uncultured_Roseburia_sp.__k141_67462	54750	34762	Roseburia	uncultured Roseburia sp.
B25_12_months	k141_135928	14358	B25_12_months__35833_Bilophila_wadsworthia__k141_135928	1	14358	Bilophila	Bilophila wadsworthia
B25_12_months	k141_136537	43779	B25_12_months__1512_[Clostridium]_symbiosum__k141_136537	1	43779	Lachnoclostridium	[Clostridium] symbiosum
B25_12_months	k141_136721_phage1137_184_19609_21_0.85	19425	B39_1_month__48296_Acinetobacter_pittii__k141_14507	185	19609	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_136721_phage1137_184_19609_21_0.85	19425	B38_6_months__48296_Acinetobacter_pittii__k141_51722	217	19641	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_136721_phage1137_184_19609_21_0.85	19425	B31_6_months__48296_Acinetobacter_pittii__k141_10350	217	19641	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_136721_phage1137_184_19609_21_0.85	19425	B27_12_months__48296_Acinetobacter_pittii__k141_38025	105398	85974	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_136721_phage1137_184_19609_21_0.85	19425	B24_12_months__48296_Acinetobacter_pittii__k141_2401	138	19562	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_136721_phage1137_184_19609_21_0.85	19425	B2_6_months__1311774_Acinetobacter_pittii__k141_24845	217	19641	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_136721_phage1137_184_19609_21_0.85	19425	B13_12_months__1311774_Acinetobacter_pittii__k141_111333	19393	1	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_136721_phage1137_184_19609_21_0.85	19425	B2_1_month__48296_Acinetobacter_pittii__k141_32220	1	18490	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_136805_phage1179_1_15000_12_0.54	15000	B25_12_months__1547_Erysipelatoclostridium_ramosum__k141_136805	2	15001	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_136805_phage1179_1_15000_12_0.54	15000	B33_12_months__1547_Erysipelatoclostridium_ramosum__k141_2951	121140	136141	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_13704	13991	B25_12_months__1550024_Ruthenibacterium_lactatiformans__k141_13704	1	13991	Ruthenibacterium	Ruthenibacterium lactatiformans
B25_12_months	k141_13911	13288	B5_12_months__208479_Enterocloster_bolteae__k141_49636	15558	3586	Enterocloster	Enterocloster bolteae
B25_12_months	k141_139242	10168	B5_6_months__208479_Enterocloster_bolteae__k141_19862	195516	185349	Enterocloster	Enterocloster bolteae
B25_12_months	k141_139242	10168	B5_12_months__208479_Enterocloster_bolteae__k141_5006	195519	185352	Enterocloster	Enterocloster bolteae
B25_12_months	k141_139242	10168	B28_12_months__208479_Enterocloster_bolteae__k141_26702	882	11049	Enterocloster	Enterocloster bolteae
B25_12_months	k141_139283_phage1572_305_12321_18_0.59	12017	B25_12_months__1712675_Turicibacter_sp._H121__k141_139283	306	12322	Turicibacter	Turicibacter sp. H121
B25_12_months	k141_139856_phage69_130_10768_12_0.64	10639	B19_12_months__1896982_Clostridium_sp._29_15__k141_89923	8565	19203	Clostridium	Clostridium sp. 29_15
B25_12_months	k141_139856_phage69_130_10768_12_0.64	10639	B11_12_months__1262780_Clostridium_sp._CAG:221__k141_69633	8510	19148	Clostridium	Clostridium sp. CAG:221
B25_12_months	k141_140185_phage133_3_13594_13_0.65	13592	B37_6_months__169435_Anaerotruncus_colihominis__k141_27405	18399	31990	Anaerotruncus	Anaerotruncus colihominis
B25_12_months	k141_142000_phage462_145_21944_18_0.69	21800	B7_12_months__59620_uncultured_Clostridium_sp.__k141_88309	48521	26738	Clostridium	uncultured Clostridium sp.
B25_12_months	k141_142000_phage462_145_21944_18_0.69	21800	B29_12_months__59620_uncultured_Clostridium_sp.__k141_94515	1	21371	Clostridium	uncultured Clostridium sp.
B25_12_months	k141_142000_phage462_145_21944_18_0.69	21800	B22_12_months__59620_uncultured_Clostridium_sp.__k141_41176	28644	8520	Clostridium	uncultured Clostridium sp.
B25_12_months	k141_142000_phage463_29735_45468_15_0.79	15734	B7_12_months__59620_uncultured_Clostridium_sp.__k141_88309	17078	1344	Clostridium	uncultured Clostridium sp.
B25_12_months	k141_142000_phage463_29735_45468_15_0.79	15734	B29_12_months__59620_uncultured_Clostridium_sp.__k141_94515	31074	46808	Clostridium	uncultured Clostridium sp.
B25_12_months	k141_14202	13803	B25_12_months__1512_[Clostridium]_symbiosum__k141_14202	1	13803	Lachnoclostridium	[Clostridium] symbiosum
B25_12_months	k141_14202	13803	B20_6_months__1512_[Clostridium]_symbiosum__k141_28466	13653	1	Lachnoclostridium	[Clostridium] symbiosum
B25_12_months	k141_142387	22650	B25_12_months__817_Bacteroides_fragilis__k141_142387	1	22650	Bacteroides	Bacteroides fragilis
B25_12_months	k141_142664_phage579_39783_60461_26_0.65	20679	B25_12_months__1547_Erysipelatoclostridium_ramosum__k141_142664	39784	60462	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_142664_phage579_39783_60461_26_0.65	20679	B33_12_months__1547_Erysipelatoclostridium_ramosum__k141_29124	90572	69895	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_142664_phage579_39783_60461_26_0.65	20679	B11_12_months__1547_Erysipelatoclostridium_ramosum__k141_31993	87058	66381	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_142664_phage579_39783_60461_26_0.65	20679	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_23943	71953	51272	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_143842_1_checkv_34743-47150/51915	12408	B25_12_months__1841867_Phocea_massiliensis__k141_143842	34743	47150	Phocea	Phocea massiliensis
B25_12_months	k141_144468_phage917_300_16682_20_0.71	16383	B25_12_months__1689_Bifidobacterium_dentium__k141_144468	301	16683	Bifidobacterium	Bifidobacterium dentium
B25_12_months	k141_144468_phage917_300_16682_20_0.71	16383	B6_12_months__1689_Bifidobacterium_dentium__k141_25549	115551	99166	Bifidobacterium	Bifidobacterium dentium
B25_12_months	k141_144468_phage918_19871_37588_33_0.67	17718	B25_12_months__1689_Bifidobacterium_dentium__k141_144468	19872	37589	Bifidobacterium	Bifidobacterium dentium
B25_12_months	k141_144527_phage921_2_24809_20_0.82	24808	B25_12_months__261299_Intestinibacter_bartlettii__k141_144527	3	24810	Intestinibacter	Intestinibacter bartlettii
B25_12_months	k141_144857_phage986_1_13657_21_0.83	13657	B25_12_months__261299_Intestinibacter_bartlettii__k141_144857	2	13658	Intestinibacter	Intestinibacter bartlettii
B25_12_months	k141_145044_phage1029_48673_67467_21_0.73	18795	B25_12_months__1522_[Clostridium]_innocuum__k141_145044	48674	67468	Erysipelatoclostridium	[Clostridium] innocuum
B25_12_months	k141_145044_phage1029_48673_67467_21_0.73	18795	B19_12_months__1522_[Clostridium]_innocuum__k141_105429	71127	52333	Erysipelatoclostridium	[Clostridium] innocuum
B25_12_months	k141_145507_1_checkv_1-27157/66328	27157	B25_12_months__817_Bacteroides_fragilis__k141_145507	1	27157	Bacteroides	Bacteroides fragilis
B25_12_months	k141_145661_phage1144_17257_69264_45_0.6	52008	B39_6_months__137838_Clostridium_neonatale__k141_23460	3556	55567	Clostridium	Clostridium neonatale
B25_12_months	k141_145661_phage1144_17257_69264_45_0.6	52008	B39_1_month__137838_Clostridium_neonatale__k141_21245	59390	111401	Clostridium	Clostridium neonatale
B25_12_months	k141_145661_phage1144_17257_69264_45_0.6	52008	B13_12_months__137838_Clostridium_neonatale__k141_124081	71561	19550	Clostridium	Clostridium neonatale
B25_12_months	k141_145661_phage1144_17257_69264_45_0.6	52008	B3_6_months__137838_Clostridium_neonatale__k141_10433	59255	111266	Clostridium	Clostridium neonatale
B25_12_months	k141_145661_phage1144_17257_69264_45_0.6	52008	B1_6_months__137838_Clostridium_neonatale__k141_12814	59390	111401	Clostridium	Clostridium neonatale
B25_12_months	k141_146836_1_checkv_87205-109598/109598	22394	B25_12_months__1550024_Ruthenibacterium_lactatiformans__k141_146836	87205	109598	Ruthenibacterium	Ruthenibacterium lactatiformans
B25_12_months	k141_147389_1_checkv_48719-87220/148236	38502	B25_12_months__1468449_Holdemania_massiliensis__k141_147389	48719	87220	Holdemania	Holdemania massiliensis
B25_12_months	k141_148100	13509	B5_6_months__208479_Enterocloster_bolteae__k141_22913	131172	144680	Enterocloster	Enterocloster bolteae
B25_12_months	k141_148100	13509	B5_12_months__208479_Enterocloster_bolteae__k141_81507	48965	35457	Enterocloster	Enterocloster bolteae
B25_12_months	k141_148686_phage1574_59188_76789_16_0.59	17602	B25_12_months__820_Bacteroides_uniformis__k141_148686	59189	76790	Bacteroides	Bacteroides uniformis
B25_12_months	k141_148956_phage40_58510_83629_26_0.62	25120	B5_12_months__137838_Clostridium_neonatale__k141_43893	258	25377	Clostridium	Clostridium neonatale
B25_12_months	k141_148956_phage40_58510_83629_26_0.62	25120	B19_12_months__137838_Clostridium_neonatale__k141_84038	118024	143143	Clostridium	Clostridium neonatale
B25_12_months	k141_148956_phage40_58510_83629_26_0.62	25120	B32_12_months__137838_Clostridium_neonatale__k141_94414	111942	86823	Clostridium	Clostridium neonatale
B25_12_months	k141_148956_phage40_58510_83629_26_0.62	25120	B26_6_months__137838_Clostridium_neonatale__k141_5817	65239	90359	Clostridium	Clostridium neonatale
B25_12_months	k141_148956_phage40_58510_83629_26_0.62	25120	B2_1_month__137838_Clostridium_neonatale__k141_15659	60022	34902	Clostridium	Clostridium neonatale
B25_12_months	k141_148956_phage40_58510_83629_26_0.62	25120	B39_6_months__137838_Clostridium_neonatale__k141_45365	29864	54985	Clostridium	Clostridium neonatale
B25_12_months	k141_148956_phage40_58510_83629_26_0.62	25120	B39_1_month__137838_Clostridium_neonatale__k141_46279	29864	54985	Clostridium	Clostridium neonatale
B25_12_months	k141_148956_phage40_58510_83629_26_0.62	25120	B19_6_months__137838_Clostridium_neonatale__k141_28688	62932	37811	Clostridium	Clostridium neonatale
B25_12_months	k141_148956_phage40_58510_83629_26_0.62	25120	B13_12_months__137838_Clostridium_neonatale__k141_72224	64418	89539	Clostridium	Clostridium neonatale
B25_12_months	k141_148956_phage40_58510_83629_26_0.62	25120	B10_6_months__137838_Clostridium_neonatale__k141_18671	70552	45431	Clostridium	Clostridium neonatale
B25_12_months	k141_148956_phage40_58510_83629_26_0.62	25120	B3_6_months__137838_Clostridium_neonatale__k141_13181	97103	122224	Clostridium	Clostridium neonatale
B25_12_months	k141_148956_phage40_58510_83629_26_0.62	25120	B1_6_months__137838_Clostridium_neonatale__k141_16379	29864	54985	Clostridium	Clostridium neonatale
B25_12_months	k141_15088_phage1041_174_23490_23_0.71	23316	B25_12_months__3011369_Clostridium_sp._29_15__k141_15088	175	23490	Clostridium	Clostridium sp. 29_15
B25_12_months	k141_153684_phage896_3_15167_19_0.73	15165	B25_12_months__1547_Erysipelatoclostridium_ramosum__k141_153684	4	15168	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_153684_phage900_127259_139462_11_0.68	12204	B25_12_months__1547_Erysipelatoclostridium_ramosum__k141_153684	127260	139463	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_154577_phage1069_9758_36771_37_0.66	27014	B30_12_months__187326_Megasphaera_micronuciformis__k141_82649	57508	84505	Megasphaera	Megasphaera micronuciformis
B25_12_months	k141_15469	24101	B25_12_months__471189_Gordonibacter_pamelaeae__k141_15469	1	24101	Gordonibacter	Gordonibacter pamelaeae
B25_12_months	k141_155374_phage1206_15317_43140_45_0.55	27824	B25_12_months__33038_[Ruminococcus]_gnavus__k141_155374	15318	43141	Mediterraneibacter	[Ruminococcus] gnavus
B25_12_months	k141_156094	11655	B25_12_months__261299_Intestinibacter_bartlettii__k141_156094	1	11655	Intestinibacter	Intestinibacter bartlettii
B25_12_months	k141_158540_1_checkv_1-14544/25309	14544	B5_12_months__137838_Clostridium_neonatale__k141_54255	1	14544	Clostridium	Clostridium neonatale
B25_12_months	k141_158540_1_checkv_1-14544/25309	14544	B30_12_months__137838_Clostridium_neonatale__k141_82605	22444	7941	Clostridium	Clostridium neonatale
B25_12_months	k141_159622	16654	B25_12_months__33038_[Ruminococcus]_gnavus__k141_159622	1	16654	Mediterraneibacter	[Ruminococcus] gnavus
B25_12_months	k141_159622	16654	B15_12_months__33038_[Ruminococcus]_gnavus__k141_39959	132759	116106	Mediterraneibacter	[Ruminococcus] gnavus
B25_12_months	k141_159622	16654	B3_12_months__33038_[Ruminococcus]_gnavus__k141_42986	45479	28826	Mediterraneibacter	[Ruminococcus] gnavus
B25_12_months	k141_159622	16654	B5_12_months__33038_[Ruminococcus]_gnavus__k141_50737	43378	26725	Mediterraneibacter	[Ruminococcus] gnavus
B25_12_months	k141_159622	16654	B38_6_months__33038_[Ruminococcus]_gnavus__k141_46436	13518	30171	Mediterraneibacter	[Ruminococcus] gnavus
B25_12_months	k141_160558	41875	B25_12_months__1512_[Clostridium]_symbiosum__k141_160558	1	41875	Lachnoclostridium	[Clostridium] symbiosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B25_12_months__1547_Erysipelatoclostridium_ramosum__k141_161212	34409	54046	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B29_12_months__1547_Erysipelatoclostridium_ramosum__k141_22106	23728	4091	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B5_6_months__1547_Erysipelatoclostridium_ramosum__k141_42336	34453	54090	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B5_12_months__1547_Erysipelatoclostridium_ramosum__k141_77075	34500	54137	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B12_12_months__1547_Erysipelatoclostridium_ramosum__k141_17124	47706	67342	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_15923	23744	4093	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B21_12_months__1547_Erysipelatoclostridium_ramosum__k141_21306	23745	4093	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B16_6_months__1547_Erysipelatoclostridium_ramosum__k141_8925	301864	282213	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B17_6_months__1547_Erysipelatoclostridium_ramosum__k141_5391	23727	4092	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B10_6_months__1547_Erysipelatoclostridium_ramosum__k141_9432	24100	4465	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B35_12_months__1547_Erysipelatoclostridium_ramosum__k141_49113	24914	44564	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B33_12_months__1547_Erysipelatoclostridium_ramosum__k141_22288	24914	44564	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B23_12_months__1547_Erysipelatoclostridium_ramosum__k141_45596	71930	91580	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B8_12_months__1547_Erysipelatoclostridium_ramosum__k141_24637	23742	4093	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B32_12_months__1547_Erysipelatoclostridium_ramosum__k141_975	25358	45010	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B19_12_months__1547_Erysipelatoclostridium_ramosum__k141_20920	38838	58489	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B7_12_months__1547_Erysipelatoclostridium_ramosum__k141_64786	34895	54541	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B9_6_months__1547_Erysipelatoclostridium_ramosum__k141_13812	45164	64813	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_28700	24914	44563	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B11_12_months__1547_Erysipelatoclostridium_ramosum__k141_90979	23743	4093	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B30_12_months__1547_Erysipelatoclostridium_ramosum__k141_16339	23742	4092	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161212_phage594_34408_54045_19_0.55	19638	B22_12_months__1547_Erysipelatoclostridium_ramosum__k141_39991	24915	44390	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_161265_phage600_4249_15275_15_0.61	11027	B25_12_months__290055_Faecalicatena_fissicatena__k141_161265	4250	15276	Faecalicatena	Faecalicatena fissicatena
B25_12_months	k141_161320_1_checkv_1-43792/81327	43792	B25_12_months__40518_Ruminococcus_bromii__k141_161320	1	43792	Ruminococcus	Ruminococcus bromii
B25_12_months	k141_161409_phage642_57525_72355_15_0.7	14831	B25_12_months__1262885_Eubacterium_sp._CAG:248__k141_161409	57526	72356	Eubacterium	Eubacterium sp. CAG:248
B25_12_months	k141_161468	23114	B25_12_months__216816_Bifidobacterium_longum__k141_161468	1	23114	Bifidobacterium	Bifidobacterium longum
B25_12_months	k141_162977	14037	B25_12_months__40518_Ruminococcus_bromii__k141_162977	1	14037	Ruminococcus	Ruminococcus bromii
