sample	contig	qlen	ref	sstart	send	host_genus	host_species
B25_12_months	k141_32796	20719	B25_12_months__35833_Bilophila_wadsworthia__k141_32796	1	20719	Bilophila	Bilophila wadsworthia
B25_12_months	k141_34019_phage1082_18_12557_14_0.67	12540	B25_12_months__1776391_Romboutsia_timonensis__k141_34019	19	12558	Romboutsia	Romboutsia timonensis
B25_12_months	k141_3514_phage586_38076_50539_13_0.6	12464	B25_12_months__823_Parabacteroides_distasonis__k141_3514	38077	50540	Parabacteroides	Parabacteroides distasonis
B25_12_months	k141_35665_1_checkv_1-13404/33925	13404	B25_12_months__292800_Flavonifractor_plautii__k141_35665	1	13404	Flavonifractor	Flavonifractor plautii
B25_12_months	k141_37015_phage1564_3_15299_11_0.63	15297	B25_12_months__1776391_Romboutsia_timonensis__k141_37015	4	15300	Romboutsia	Romboutsia timonensis
B25_12_months	k141_39048	27537	B25_12_months__1712675_Turicibacter_sp._H121__k141_39048	1	27537	Turicibacter	Turicibacter sp. H121
B25_12_months	k141_40067	18107	B25_12_months__765821_uncultured_Blautia_sp.__k141_40067	1	18107	Blautia	uncultured Blautia sp.
B25_12_months	k141_41352_phage764_2_12367_18_0.74	12366	B25_12_months__290055_Faecalicatena_fissicatena__k141_41352	3	12368	Faecalicatena	Faecalicatena fissicatena
B25_12_months	k141_42845_phage1121_142605_163677_23_0.71	21073	B25_12_months__1351_Enterococcus_faecalis__k141_42845	142606	163678	Enterococcus	Enterococcus faecalis
B25_12_months	k141_42956_phage1139_1780_21789_24_0.56	20010	B25_12_months__2293016_Clostridium_sp._AF37-5__k141_42956	1781	21790	Clostridium	Clostridium sp. AF37-5
B25_12_months	k141_44011_1_checkv_87850-127517/127517	39668	B25_12_months__1841867_Phocea_massiliensis__k141_44011	87850	127517	Phocea	Phocea massiliensis
B25_12_months	k141_45640	42015	B25_12_months__2293024_Clostridium_sp._AM22-11AC__k141_45640	1	42015	Clostridium	Clostridium sp. AM22-11AC
B25_12_months	k141_47903_phage306_35627_56117_17_0.57	20491	B25_12_months__1547_Erysipelatoclostridium_ramosum__k141_47903	35628	56118	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_48752	18022	B25_12_months__562_Escherichia_coli__k141_48752	1	18022	Escherichia	Escherichia coli
B25_12_months	k141_49257_1_checkv_9035-46179/86467	37145	B25_12_months__1351_Enterococcus_faecalis__k141_49257	9035	46179	Enterococcus	Enterococcus faecalis
B25_12_months	k141_49661_1_checkv_101555-145625/539171	44071	B25_12_months__2293127_Roseburia_sp._AF12-17LB__k141_49661	101555	145625	Roseburia	Roseburia sp. AF12-17LB
B25_12_months	k141_50018_phage723_42691_56075_20_0.6	13385	B25_12_months__2293016_Clostridium_sp._AF37-5__k141_50018	42692	56076	Clostridium	Clostridium sp. AF37-5
B25_12_months	k141_51797	12271	B25_12_months__35833_Bilophila_wadsworthia__k141_51797	1	12271	Bilophila	Bilophila wadsworthia
B25_12_months	k141_5219	95552	B25_12_months__1574265_Akkermansia_sp._KLE1798__k141_5219	1	95552	Akkermansia	Akkermansia sp. KLE1798
B25_12_months	k141_5287_1_checkv_1-10572/101455	10572	B25_12_months__1550024_Ruthenibacterium_lactatiformans__k141_5287	1	10572	Ruthenibacterium	Ruthenibacterium lactatiformans
B25_12_months	k141_5423	13131	B25_12_months__358743_Enterocloster_citroniae__k141_5423	1	13131	Enterocloster	Enterocloster citroniae
B25_12_months	k141_54757	19159	B25_12_months__358743_Enterocloster_citroniae__k141_54757	1	19159	Enterocloster	Enterocloster citroniae
B25_12_months	k141_55359	26868	B25_12_months__3016680_Bifidobacterium_animalis__k141_55359	1	26868	Bifidobacterium	Bifidobacterium animalis
B25_12_months	k141_57234	60721	B25_12_months__28116_Bacteroides_ovatus__k141_57234	1	60721	Bacteroides	Bacteroides ovatus
B25_12_months	k141_57300_phage309_1_10043_22_0.75	10043	B25_12_months__1712675_Turicibacter_sp._H121__k141_57300	2	10044	Turicibacter	Turicibacter sp. H121
B25_12_months	k141_59471_phage712_7_32339_25_0.82	32333	B25_12_months__1547_Erysipelatoclostridium_ramosum__k141_59471	8	32340	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_5955_1_checkv_465590-480118/480118	14529	B25_12_months__33025_Phascolarctobacterium_faecium__k141_5955	465590	480118	Phascolarctobacterium	Phascolarctobacterium faecium
B25_12_months	k141_59579	24828	B25_12_months__512314_uncultured_Roseburia_sp.__k141_59579	1	24828	Roseburia	uncultured Roseburia sp.
B25_12_months	k141_61029	12557	B25_12_months__35833_Bilophila_wadsworthia__k141_61029	1	12557	Bilophila	Bilophila wadsworthia
B25_12_months	k141_61365	77467	B25_12_months__1512_[Clostridium]_symbiosum__k141_61365	1	77467	Lachnoclostridium	[Clostridium] symbiosum
B25_12_months	k141_61904_1_checkv_1-15682/28125	15682	B25_12_months__820_Bacteroides_uniformis__k141_61904	1	15682	Bacteroides	Bacteroides uniformis
B25_12_months	k141_62162_phage1131_3_16373_17_0.86	16371	B25_12_months__261299_Intestinibacter_bartlettii__k141_62162	4	16374	Intestinibacter	Intestinibacter bartlettii
B25_12_months	k141_63424	27332	B25_12_months__33038_[Ruminococcus]_gnavus__k141_63424	1	27332	Mediterraneibacter	[Ruminococcus] gnavus
B25_12_months	k141_63872_1_checkv_34735-70050/71217	35316	B25_12_months__562_Escherichia_coli__k141_63872	34735	70050	Escherichia	Escherichia coli
B25_12_months	k141_64271_1_checkv_8998-57592/183741	48595	B25_12_months__162156_uncultured_Bacteroides_sp.__k141_64271	8998	57592	Bacteroides	uncultured Bacteroides sp.
B25_12_months	k141_64405	32626	B25_12_months__292800_Flavonifractor_plautii__k141_64405	1	32626	Flavonifractor	Flavonifractor plautii
B25_12_months	k141_65574_phage89_27686_43095_10_0.58	15410	B25_12_months__84112_Eggerthella_lenta__k141_65574	27687	43096	Eggerthella	Eggerthella lenta
B25_12_months	k141_67644_1_checkv_15267-38775/38775	23509	B25_12_months__1841867_Phocea_massiliensis__k141_67644	15267	38775	Phocea	Phocea massiliensis
B25_12_months	k141_67944	38546	B25_12_months__84112_Eggerthella_lenta__k141_67944	1	38546	Eggerthella	Eggerthella lenta
B25_12_months	k141_68675	14610	B25_12_months__28116_Bacteroides_ovatus__k141_68675	1	14610	Bacteroides	Bacteroides ovatus
B25_12_months	k141_69993_phage920_3_12489_15_0.64	12487	B25_12_months__261299_Intestinibacter_bartlettii__k141_69993	4	12490	Intestinibacter	Intestinibacter bartlettii
B25_12_months	k141_7314_1_checkv_13155-50772/50772	37618	B25_12_months__40518_Ruminococcus_bromii__k141_7314	13155	50772	Ruminococcus	Ruminococcus bromii
B25_12_months	k141_73505	76988	B25_12_months__3016596_Klebsiella_oxytoca__k141_73505	1	76988	Klebsiella	Klebsiella oxytoca
B25_12_months	k141_73937	24141	B25_12_months__1660_Schaalia_odontolytica__k141_73937	1	24141	Schaalia	Schaalia odontolytica
B25_12_months	k141_77293_1_checkv_46725-63079/63079	16355	B25_12_months__48296_Acinetobacter_pittii__k141_77293	46725	63079	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_78411_phage789_3_11835_22_0.82	11833	B25_12_months__1871006_Bacteroides_congonensis__k141_78411	4	11836	Bacteroides	Bacteroides congonensis
B25_12_months	k141_78903_phage908_3_16312_18_0.8	16310	B25_12_months__1776391_Romboutsia_timonensis__k141_78903	4	16313	Romboutsia	Romboutsia timonensis
B25_12_months	k141_79252_phage994_16785_27123_15_0.55	10338	B25_12_months__292800_Flavonifractor_plautii__k141_79252	16786	27123	Flavonifractor	Flavonifractor plautii
B25_12_months	k141_79628_1_checkv_1-32688/36719	32688	B25_12_months__562_Escherichia_coli__k141_79628	1	32688	Escherichia	Escherichia coli
B25_12_months	k141_80410_phage1192_1_17249_11_0.55	17249	B25_12_months__1547_Erysipelatoclostridium_ramosum__k141_80410	2	17250	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B25_12_months	k141_81588	12122	B25_12_months__1287640_Anaerococcus_obesiensis__k141_81588	1	12122	Anaerococcus	Anaerococcus obesiensis
B25_12_months	k141_8535_1_checkv_1-56920/59723	56920	B25_12_months__48296_Acinetobacter_pittii__k141_8535	1	56920	Acinetobacter	Acinetobacter pittii
B25_12_months	k141_85942_phage496_2_17727_16_0.6	17726	B25_12_months__261299_Intestinibacter_bartlettii__k141_85942	3	17728	Intestinibacter	Intestinibacter bartlettii
B25_12_months	k141_86887_1_checkv_5505-31456/117980	25952	B25_12_months__1574265_Akkermansia_sp._KLE1798__k141_86887	5505	31456	Akkermansia	Akkermansia sp. KLE1798
B25_12_months	k141_87245_1_checkv_62947-82951/82951	20005	B25_12_months__1262885_Eubacterium_sp._CAG:248__k141_87245	62947	82951	Eubacterium	Eubacterium sp. CAG:248
B25_12_months	k141_87533_1_checkv_44540-87497/102681	42958	B25_12_months__765821_uncultured_Blautia_sp.__k141_87533	44540	87497	Blautia	uncultured Blautia sp.
B25_12_months	k141_88999_phage1183_837_15300_11_0.6	14464	B25_12_months__435842_Streptococcus_sp._C150__k141_88999	838	15301	Streptococcus	Streptococcus sp. C150
B25_12_months	k141_90960	30828	B25_12_months__39778_Veillonella_dispar__k141_90960	1	30828	Veillonella	Veillonella dispar
B25_12_months	k141_91198	30038	B25_12_months__817_Bacteroides_fragilis__k141_91198	1	30038	Bacteroides	Bacteroides fragilis
B25_12_months	k141_93477_phage197_55304_69395_12_0.66	14092	B25_12_months__1262885_Eubacterium_sp._CAG:248__k141_93477	55305	69396	Eubacterium	Eubacterium sp. CAG:248
B25_12_months	k141_93571_phage209_213_18908_19_0.71	18696	B25_12_months__1776391_Romboutsia_timonensis__k141_93571	214	18909	Romboutsia	Romboutsia timonensis
B25_12_months	k141_94454_1_checkv_19273-59774/63134	40502	B25_12_months__39777_Veillonella_atypica__k141_94454	19273	59774	Veillonella	Veillonella atypica
B25_12_months	k141_95193_1_checkv_53914-89759/180735	35846	B25_12_months__33025_Phascolarctobacterium_faecium__k141_95193	53914	89759	Phascolarctobacterium	Phascolarctobacterium faecium
B25_12_months	k141_96529_phage861_220_38998_37_0.8	38779	B25_12_months__84112_Eggerthella_lenta__k141_96529	221	38999	Eggerthella	Eggerthella lenta
B25_12_months	k141_96961	11342	B25_12_months__33038_[Ruminococcus]_gnavus__k141_96961	1	11342	Mediterraneibacter	[Ruminococcus] gnavus
B25_12_months	k141_98271	57619	B25_12_months__162156_uncultured_Bacteroides_sp.__k141_98271	1	57619	Bacteroides	uncultured Bacteroides sp.
B25_12_months	k141_9847_phage100_8450_23725_23_0.57	15276	B25_12_months__162156_uncultured_Bacteroides_sp.__k141_9847	8451	23726	Bacteroides	uncultured Bacteroides sp.
B26_12_months	k141_10136_1_checkv_44800-88043/113136	43244	B26_12_months__301301_Roseburia_hominis__k141_10136	44800	88043	Roseburia	Roseburia hominis
B26_12_months	k141_10346	45307	B26_12_months__35833_Bilophila_wadsworthia__k141_10346	1	45307	Bilophila	Bilophila wadsworthia
B26_12_months	k141_11073	15077	B26_12_months__33038_[Ruminococcus]_gnavus__k141_11073	1	15077	Mediterraneibacter	[Ruminococcus] gnavus
B26_12_months	k141_13718	31979	B26_12_months__301301_Roseburia_hominis__k141_13718	1	31979	Roseburia	Roseburia hominis
B26_12_months	k141_13758_1_checkv_1-11887/66127	11887	B26_12_months__745368_Gemmiger_formicilis__k141_13758	1	11887	Gemmiger	Gemmiger formicilis
B26_12_months	k141_14015_1_checkv_1-13076/20060	13076	B26_12_months__166486_Roseburia_intestinalis__k141_14015	1	13076	Roseburia	Roseburia intestinalis
B26_12_months	k141_14419	10866	B26_12_months__35833_Bilophila_wadsworthia__k141_14419	1	10866	Bilophila	Bilophila wadsworthia
B26_12_months	k141_14865	15243	B26_12_months__1965544_Flavonifractor_sp._An112__k141_14865	1	15243	Flavonifractor	Flavonifractor sp. An112
B26_12_months	k141_15767_1_checkv_28000-63452/104347	35453	B26_12_months__28117_Alistipes_putredinis__k141_15767	28000	63452	Alistipes	Alistipes putredinis
B26_12_months	k141_17158_phage674_3_15123_31_0.77	15121	B26_12_months__736_Haemophilus_paraphrohaemolyticus__k141_17158	4	15124	Haemophilus	Haemophilus paraphrohaemolyticus
B26_12_months	k141_20659_phage298_270_12411_18_0.74	12141	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_20659	271	12411	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B26_12_months	k141_22142_phage473_266_16371_22_0.68	16106	B26_12_months__29361_Tyzzerella_nexilis__k141_22142	267	16372	Tyzzerella	Tyzzerella nexilis
B26_12_months	k141_2264	39823	B26_12_months__360807_Roseburia_inulinivorans__k141_2264	1	39823	Roseburia	Roseburia inulinivorans
B26_12_months	k141_23943_phage720_45278_71644_31_0.67	26367	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_23943	45279	71645	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B26_12_months	k141_24212	10413	B26_12_months__1078480_Haemophilus_sputorum__k141_24212	1	10413	Haemophilus	Haemophilus sputorum
B26_12_months	k141_24228_1_checkv_9982-49225/64862	39244	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_24228	9982	49225	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B26_12_months	k141_24371	28307	B26_12_months__84112_Eggerthella_lenta__k141_24371	1	28307	Eggerthella	Eggerthella lenta
B26_12_months	k141_2475_1_checkv_30054-54607/131205	24554	B26_12_months__239935_Akkermansia_muciniphila__k141_2475	30054	54607	Akkermansia	Akkermansia muciniphila
B26_12_months	k141_25211_phage44_45750_81468_21_0.58	35719	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_25211	45751	81469	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B26_12_months	k141_28243	74746	B26_12_months__1414721_Clostridium_jeddahense__k141_28243	1	74746	Clostridium	Clostridium jeddahense
B26_12_months	k141_30723	84772	B26_12_months__166486_Roseburia_intestinalis__k141_30723	1	84772	Roseburia	Roseburia intestinalis
B26_12_months	k141_30982_1_checkv_28620-74663/74663	46044	B26_12_months__1262889_Eubacterium_sp._CAG:38__k141_30982	28620	74663	Eubacterium	Eubacterium sp. CAG:38
B26_12_months	k141_31701	12918	B26_12_months__39777_Veillonella_atypica__k141_31701	1	12918	Veillonella	Veillonella atypica
B26_12_months	k141_32003_1_checkv_111539-122860/122860	11322	B26_12_months__46503_Parabacteroides_merdae__k141_32003	111539	122860	Parabacteroides	Parabacteroides merdae
B26_12_months	k141_32184_1_checkv_35019-68635/68635	33617	B26_12_months__105841_Anaerostipes_caccae__k141_32184	35019	68635	Anaerostipes	Anaerostipes caccae
B26_12_months	k141_33680	11304	B26_12_months__1078480_Haemophilus_sputorum__k141_33680	1	11304	Haemophilus	Haemophilus sputorum
B26_12_months	k141_34054_1_checkv_33756-49566/53850	15811	B26_12_months__47715_Lacticaseibacillus_rhamnosus__k141_34054	33756	49566	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B26_12_months	k141_35242	17436	B26_12_months__1353_Enterococcus_gallinarum__k141_35242	1	17436	Enterococcus	Enterococcus gallinarum
B26_12_months	k141_35470	11573	B26_12_months__1965544_Flavonifractor_sp._An112__k141_35470	1	11573	Flavonifractor	Flavonifractor sp. An112
B26_12_months	k141_35826_phage689_2_11309_17_0.56	11308	B26_12_months__1965544_Flavonifractor_sp._An112__k141_35826	3	11310	Flavonifractor	Flavonifractor sp. An112
B26_12_months	k141_36602	55115	B26_12_months__46503_Parabacteroides_merdae__k141_36602	1	55115	Parabacteroides	Parabacteroides merdae
B26_12_months	k141_37058_phage849_21418_35148_16_0.58	13731	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_37058	21419	35149	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B26_12_months	k141_38068	24893	B26_12_months__33038_[Ruminococcus]_gnavus__k141_38068	1	24893	Mediterraneibacter	[Ruminococcus] gnavus
B26_12_months	k141_39122_1_checkv_1-14995/26491	14995	B26_12_months__35833_Bilophila_wadsworthia__k141_39122	1	14995	Bilophila	Bilophila wadsworthia
B26_12_months	k141_4121_phage540_3_16630_14_0.85	16628	B26_12_months__47715_Lacticaseibacillus_rhamnosus__k141_4121	4	16631	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B26_12_months	k141_44211	12069	B26_12_months__736_Haemophilus_paraphrohaemolyticus__k141_44211	1	12069	Haemophilus	Haemophilus paraphrohaemolyticus
B26_12_months	k141_45066	25155	B26_12_months__105841_Anaerostipes_caccae__k141_45066	1	25155	Anaerostipes	Anaerostipes caccae
B26_12_months	k141_45883_phage349_365_13927_21_0.85	13563	B26_12_months__736_Haemophilus_paraphrohaemolyticus__k141_45883	366	13928	Haemophilus	Haemophilus paraphrohaemolyticus
B26_12_months	k141_48051	40537	B26_12_months__360807_Roseburia_inulinivorans__k141_48051	1	40537	Roseburia	Roseburia inulinivorans
B26_12_months	k141_48147	29208	B26_12_months__1160721_Ruminococcus_bicirculans__k141_48147	1	29208	Ruminococcus	Ruminococcus bicirculans
B26_12_months	k141_48256	10179	B26_12_months__1965544_Flavonifractor_sp._An112__k141_48256	1	10179	Flavonifractor	Flavonifractor sp. An112
B26_12_months	k141_48292	13478	B26_12_months__1544_Faecalicatena_orotica__k141_48292	1	13478	Faecalicatena	Faecalicatena orotica
B26_12_months	k141_4832_phage657_77_13020_17_0.59	12944	B26_12_months__1262889_Eubacterium_sp._CAG:38__k141_4832	78	13021	Eubacterium	Eubacterium sp. CAG:38
B26_12_months	k141_48710	10642	B26_12_months__301301_Roseburia_hominis__k141_48710	1	10642	Roseburia	Roseburia hominis
B26_12_months	k141_49016	13453	B26_12_months__46503_Parabacteroides_merdae__k141_49016	1	13453	Parabacteroides	Parabacteroides merdae
B26_12_months	k141_49292_1_checkv_25006-56622/191732	31617	B26_12_months__84112_Eggerthella_lenta__k141_49292	25006	56622	Eggerthella	Eggerthella lenta
B26_12_months	k141_49309	27883	B26_12_months__105841_Anaerostipes_caccae__k141_49309	1	27883	Anaerostipes	Anaerostipes caccae
B26_12_months	k141_49416	65131	B26_12_months__46503_Parabacteroides_merdae__k141_49416	1	65131	Parabacteroides	Parabacteroides merdae
B26_12_months	k141_49992_phage863_21246_45057_16_0.62	23812	B26_12_months__1160721_Ruminococcus_bicirculans__k141_49992	21247	45058	Ruminococcus	Ruminococcus bicirculans
B26_12_months	k141_50832_1_checkv_99014-153967/239457	54954	B26_12_months__28117_Alistipes_putredinis__k141_50832	99014	153967	Alistipes	Alistipes putredinis
B26_12_months	k141_51768_1_checkv_79753-119304/139633	39552	B26_12_months__1414721_Clostridium_jeddahense__k141_51768	79753	119304	Clostridium	Clostridium jeddahense
B26_12_months	k141_5247	23398	B26_12_months__35833_Bilophila_wadsworthia__k141_5247	1	23398	Bilophila	Bilophila wadsworthia
B26_12_months	k141_5274_1_checkv_22407-34731/34731	12325	B26_12_months__1353_Enterococcus_gallinarum__k141_5274	22407	34731	Enterococcus	Enterococcus gallinarum
B26_12_months	k141_53067_phage439_42125_55549_18_0.58	13425	B26_12_months__1544_Faecalicatena_orotica__k141_53067	42126	55550	Faecalicatena	Faecalicatena orotica
B26_12_months	k141_53548_1_checkv_223676-243602/243602	19927	B26_12_months__28117_Alistipes_putredinis__k141_53548	223676	243602	Alistipes	Alistipes putredinis
B26_12_months	k141_54853	12640	B26_12_months__1965544_Flavonifractor_sp._An112__k141_54853	1	12640	Flavonifractor	Flavonifractor sp. An112
B26_12_months	k141_57416	14260	B26_12_months__1078480_Haemophilus_sputorum__k141_57416	1	14260	Haemophilus	Haemophilus sputorum
B26_12_months	k141_58341_1_checkv_27813-42718/42718	14906	B26_12_months__39777_Veillonella_atypica__k141_58341	27813	42718	Veillonella	Veillonella atypica
B26_12_months	k141_58771_phage378_198_23557_22_0.65	23360	B26_12_months__1353_Enterococcus_gallinarum__k141_58771	199	23558	Enterococcus	Enterococcus gallinarum
B26_12_months	k141_59126_1_checkv_35802-51074/51074	15273	B26_12_months__47715_Lacticaseibacillus_rhamnosus__k141_59126	35802	51074	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B26_12_months	k141_5915_phage814_286_14805_19_0.62	14520	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_5915	287	14806	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B26_12_months	k141_60623	17781	B26_12_months__47715_Lacticaseibacillus_rhamnosus__k141_60623	1	17781	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B26_12_months	k141_6066_1_checkv_42787-58858/58858	16072	B26_12_months__1544_Faecalicatena_orotica__k141_6066	42787	58858	Faecalicatena	Faecalicatena orotica
B26_12_months	k141_64233_phage290_129584_146646_18_0.7	17063	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_64233	129585	146647	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B26_12_months	k141_64258_phage310_70824_112291_29_0.52	41468	B26_12_months__28117_Alistipes_putredinis__k141_64258	70825	112292	Alistipes	Alistipes putredinis
B26_12_months	k141_6482_phage35_2_13175_19_0.71	13174	B26_12_months__736_Haemophilus_paraphrohaemolyticus__k141_6482	3	13176	Haemophilus	Haemophilus paraphrohaemolyticus
B26_12_months	k141_64951	42960	B26_12_months__29361_Tyzzerella_nexilis__k141_64951	1	42960	Tyzzerella	Tyzzerella nexilis
B26_12_months	k141_65621	21688	B26_12_months__745368_Gemmiger_formicilis__k141_65621	1	21688	Gemmiger	Gemmiger formicilis
B26_12_months	k141_65705_1_checkv_24713-59942/79824	35230	B26_12_months__745368_Gemmiger_formicilis__k141_65705	24713	59942	Gemmiger	Gemmiger formicilis
B26_12_months	k141_67633_1_checkv_52990-93628/93628	40639	B26_12_months__239935_Akkermansia_muciniphila__k141_67633	52990	93628	Akkermansia	Akkermansia muciniphila
B26_12_months	k141_69416_1_checkv_4115-57285/177350	53171	B26_12_months__46503_Parabacteroides_merdae__k141_69416	4115	57285	Parabacteroides	Parabacteroides merdae
B26_12_months	k141_70804	27581	B26_12_months__292800_Flavonifractor_plautii__k141_70804	1	27581	Flavonifractor	Flavonifractor plautii
B26_12_months	k141_72923_1_checkv_69220-107930/133786	38711	B26_12_months__1353_Enterococcus_gallinarum__k141_72923	69220	107930	Enterococcus	Enterococcus gallinarum
B26_12_months	k141_73240_1_checkv_69455-118874/232576	49420	B26_12_months__40518_Ruminococcus_bromii__k141_73240	69455	118874	Ruminococcus	Ruminococcus bromii
B26_12_months	k141_73817_phage799_24738_50742_27_0.54	26005	B26_12_months__292800_Flavonifractor_plautii__k141_73817	24739	50743	Flavonifractor	Flavonifractor plautii
B26_12_months	k141_74154_phage852_69015_86547_21_0.56	17533	B26_12_months__1946717_Lachnospira_sp._UBA3790__k141_74154	69016	86548	Lachnospira	Lachnospira sp. UBA3790
B26_12_months	k141_74233_1_checkv_1-34719/58065	34719	B26_12_months__84112_Eggerthella_lenta__k141_74233	1	34719	Eggerthella	Eggerthella lenta
B26_12_months	k141_7520_1_checkv_12616-35917/35917	23302	B26_12_months__1160721_Ruminococcus_bicirculans__k141_7520	12616	35917	Ruminococcus	Ruminococcus bicirculans
B26_12_months	k141_75481	13686	B26_12_months__40518_Ruminococcus_bromii__k141_75481	1	13686	Ruminococcus	Ruminococcus bromii
B26_12_months	k141_75640_1_checkv_137061-184800/244812	47740	B26_12_months__46503_Parabacteroides_merdae__k141_75640	137061	184800	Parabacteroides	Parabacteroides merdae
B26_12_months	k141_75859	27960	B26_12_months__360807_Roseburia_inulinivorans__k141_75859	1	27960	Roseburia	Roseburia inulinivorans
B26_12_months	k141_76977_phage248_9675_21127_12_0.69	11453	B26_12_months__1946717_Lachnospira_sp._UBA3790__k141_76977	9676	21128	Lachnospira	Lachnospira sp. UBA3790
B26_12_months	k141_77182_phage271_2_15324_18_0.73	15323	B26_12_months__39777_Veillonella_atypica__k141_77182	3	15325	Veillonella	Veillonella atypica
B26_12_months	k141_77695	29470	B26_12_months__29361_Tyzzerella_nexilis__k141_77695	1	29470	Tyzzerella	Tyzzerella nexilis
B26_12_months	k141_78206	41828	B26_12_months__35833_Bilophila_wadsworthia__k141_78206	1	41828	Bilophila	Bilophila wadsworthia
B26_12_months	k141_79048	16342	B26_12_months__1522_[Clostridium]_innocuum__k141_79048	1	16342	Erysipelatoclostridium	[Clostridium] innocuum
B26_12_months	k141_79593_phage611_17674_38106_16_0.78	20433	B26_12_months__1522_[Clostridium]_innocuum__k141_79593	17675	38107	Erysipelatoclostridium	[Clostridium] innocuum
B26_12_months	k141_8021_phage276_266_10777_21_0.8	10512	B26_12_months__736_Haemophilus_paraphrohaemolyticus__k141_8021	267	10778	Haemophilus	Haemophilus paraphrohaemolyticus
B26_12_months	k141_80479_phage757_24696_39132_16_0.6	14437	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_80479	24697	39133	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B26_12_months	k141_80628	88948	B26_12_months__40518_Ruminococcus_bromii__k141_80628	1	88948	Ruminococcus	Ruminococcus bromii
B26_12_months	k141_80685_phage783_1_12193_12_0.72	12193	B26_12_months__706562_Lactobacillus_rogosae__k141_80685	2	12194	Lactobacillus	Lactobacillus rogosae
B26_12_months	k141_82188_phage158_34519_44600_11_0.5	10082	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_82188	34520	44601	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B26_12_months	k141_82188_phage159_58002_68189_13_0.63	10188	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_82188	58003	68190	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B26_12_months	k141_83922_1_checkv_17351-29061/41774	11711	B26_12_months__1414721_Clostridium_jeddahense__k141_83922	17351	29061	Clostridium	Clostridium jeddahense
B26_12_months	k141_84965_phage530_13329_33813_21_0.55	20485	B26_12_months__1262889_Eubacterium_sp._CAG:38__k141_84965	13330	33814	Eubacterium	Eubacterium sp. CAG:38
B26_12_months	k141_85483_phage612_354_14073_12_0.51	13720	B26_12_months__105841_Anaerostipes_caccae__k141_85483	355	14074	Anaerostipes	Anaerostipes caccae
B26_12_months	k141_86161_1_checkv_1-14731/19659	14731	B26_12_months__39777_Veillonella_atypica__k141_86161	1	14731	Veillonella	Veillonella atypica
B26_12_months	k141_86413_phage699_2_18613_22_0.75	18612	B26_12_months__39777_Veillonella_atypica__k141_86413	3	18614	Veillonella	Veillonella atypica
B26_12_months	k141_88073_phage124_166_22555_28_0.67	22390	B26_12_months__35833_Bilophila_wadsworthia__k141_88073	167	22556	Bilophila	Bilophila wadsworthia
B26_12_months	k141_88092_phage133_31587_59852_22_0.49	28266	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_88092	31588	59853	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B26_12_months	k141_8885	11931	B26_12_months__35833_Bilophila_wadsworthia__k141_8885	1	11931	Bilophila	Bilophila wadsworthia
B26_12_months	k141_90463_phage410_4350_37682_33_0.65	33333	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_90463	4351	37683	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B26_12_months	k141_91233_phage535_277_36655_46_0.81	36379	B26_12_months__423477_Veillonella_rogosae__k141_91233	278	36656	Veillonella	Veillonella rogosae
B26_12_months	k141_91793_1_checkv_40960-81756/146476	40797	B26_12_months__105841_Anaerostipes_caccae__k141_91793	40960	81756	Anaerostipes	Anaerostipes caccae
B26_12_months	k141_92314	20999	B26_12_months__35833_Bilophila_wadsworthia__k141_92314	1	20999	Bilophila	Bilophila wadsworthia
B26_12_months	k141_92578_phage723_29333_67095_34_0.65	37763	B26_12_months__46503_Parabacteroides_merdae__k141_92578	29334	67096	Parabacteroides	Parabacteroides merdae
